nama_usaha,alamat_usaha,badan_usaha,penanggung_jawab,wilayah,jenis_usaha
Nelayan,"Gd. Manggala Wanabbhakti, Jl. Jend. Gatot Subroto",PT. Sangra Ratu Pratama,Aswan Kwek,Jakarta Pusat,Restoran
New Daisho Express,Jl. MH. Thamrin Kav. 1,PT. Putra Surya Makmur,Kusnadi Sukarja,Jakarta Pusat,Restoran
Ni Hao,Jl. KH. Samanhudi No. 57,PT. Total Makmur Sentosa,Herry Sugandhi,Jakarta Pusat,Restoran
Ninety Nine,"East Mal Grand Indonesia, Jl. MH.Thamrin No. 1",PT. Supra Boga Lestari,Nugroho Setiadharma,Jakarta Pusat,Restoran
Nishiazabu Yukashi,Ratu Plaza Shopping Centre Lt. Dasar Unit G.0.0,PT. Yukashi Selera Gemilang,Shannon Masrin,Jakarta Pusat,Restoran
Nona Bola,Jl. HOS.Cokroaminoto No.90,Judy Soetaniman,Judy Soetaniman,Jakarta Pusat,Restoran
Nutz Culture,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Tri Tunggal Premium Entertainme,Indra Pramono Ekoputra,Jakarta Pusat,Restoran
Oasis,Jl. Raden Saleh No. 47,PT. Trasindo Oasis Enterprises,Oom Mucharam Endi,Jakarta Pusat,Restoran
Ocha & Bella,Jl. KH. Wahid Hasyim No. 70,PT. Svarna Kreasindo,Vincent Surya S,Jakarta Pusat,Restoran
Oenpao,Jl. MH. Thamrin No. 9,,Dian Yudhistira Mustika,Jakarta Pusat,Restoran
Olives,Jl. Imam Bonjol No. 76-78,PT. Fajar Prima Boga,Deepak Gordhan Samtani,Jakarta Pusat,Restoran
Olives,Jl. Imam Bonjol No. 76-78,PT. Fajar Prima Boga,Deepak Gordhan Samtani,Jakarta Pusat,Restoran
Omori,"Plaza BBD, Jl. Imam Bonjol No. 61",PT.Top Bread,Hami Wardimawati,Jakarta Pusat,Restoran
Ootoya,"Plaza Indonesia, Jl. MH.Thamrin Kav. 28-30",PT. Ootoya Indonesia,Hendra Rusli,Jakarta Pusat,Restoran
Opus Café,"Plaza Indonesia Unit L1, Jl. MH. Thamrin Kav. 28",PT. Boga Rembilan Sejati,Irene Affandy,Jakarta Pusat,Restoran
Orchardz,Jl. Pangeran Jayakarta Blok 44/7-8,PT. Gaya Wahana Inti,Juanda,Jakarta Pusat,Restoran
Orchardz,Jl. Industri Raya No. 8,PT. Kapuas Cemerlang Maju,Sugiarto Hardjo,Jakarta Pusat,Restoran
Orenji,Gd. TCC Batavia Tower One Basement 1 Unit 1,PT. Kawayama Orenji Indonesia,Inge Tanuwidjaya,Jakarta Pusat,Restoran
Outback Steakhouse,"Ratu Plaza, Jl. Jend. Sudirman No. 9",PT. OBS Citra Indonesia,Prasoon Mukherjee,Jakarta Pusat,Restoran
Oyster,Jl. Asia Afrika No. 8,PT.Rumah Tiram,"Frederik Rosandi,SE",Jakarta Pusat,Restoran
Padang Jaya Raya,Komp. Roxi Mas Blok D-3 Kav. 12a,,Ny. Yulianti,Jakarta Pusat,Restoran
Palalada,"Grand Indonesia, Jl. Kebon Kacang Raya Lt.3",PT. Alun Alun Indonesia Kreasi,Veronica Fausta W.S,Jakarta Pusat,Restoran
Pancious Pancake,"Grand Indonesia West Mall Level 3A, Jl. MH. Thamrin",PT. Pancious Tirta Jaya,Fredy Tjong,Jakarta Pusat,Restoran
Pancious Pancake House,Jl. Asia Afrika Lot. 19,PT. Pancious Tirta Jaya,Fredy Tjong,Jakarta Pusat,Restoran
Pancious Pancake House,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Pancious Tirta Jaya,Fredy Tjong,Jakarta Pusat,Restoran
Pandan Village,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30 L3",PT. FG. Resto,David Hartono,Jakarta Pusat,Restoran
Paparon's Pizza,"Apartemen Park Royale, Jl. Jend. Gatot Subroto Kav. 35",PT. Eatertainment Indonesia,Oktobriana,Jakarta Pusat,Restoran
Paparon's Pizza,Jl. Gajah Mada Lt. Dasar No. 17-19,PT. Citra Boga Lestari,R. Prihandono Imam S.,Jakarta Pusat,Restoran
Paradise Dynasti,"Senayan Square, Jl. Asia Afrika No. 8",PT. Boga Makmur Dinasti,Kusnadi Rahardja,Jakarta Pusat,Restoran
Paradise Dynasty,"Plaza Senayan Lt. 5, Jl. Asia Afrika No. 8",PT. Boga Makmur Dinasti,Kusnadi Rahardja,Jakarta Pusat,Restoran
Paradise Inn,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Boga Makmur Intipangan,Kusnadi Rahardja,Jakarta Pusat,Restoran
Paramount,Jl. RP.  Soeroso No. 35,Joy Alamsjah,Joy Alamsjah,Jakarta Pusat,Restoran
Paregu,Jl. KH. Wahid Hasyim No. 41,PT. Mercucakra Windu,Arief Prijatna,Jakarta Pusat,Restoran
Pasta De Waraku,Jl. MH.Thamrin No. 1,PT.Wamaya Jaya,Brian Ivan Sutanto,Jakarta Pusat,Restoran
Pelangi,Jl. KH.Wahid Hasyim No. 108,,Barry Kurt,Jakarta Pusat,Restoran
Penang Bistro,Jl. Kebon Sirih No. 59,PT. Arena Gourmet,Michael Sofian Utomo,Jakarta Pusat,Restoran
Penang Bistro,"Grand Indonesia, Jl. MH. Thamrin No. 1 Unit",PT. Arena Gourmet,Michael Sofian Utomo,Jakarta Pusat,Restoran
Penang Eatery,"FX Lifestyle Xnter, Jl. Jend.Sudirman, Pintu I Senayan",PT. Panca Mitrasari Lestari,Sumarno Ngadiman,Jakarta Pusat,Restoran
Pepper Lunch,"FX Lifestyle Xnter Unit F2 # 07 Ot 07, Jl. Jend. Sudirman",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pepper Lunch,"Jl. MH. Thamrin Kav. 28-30, Plaza Indonesia",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pepper Lunch,"Senayan Square Complex, Jl. Asia Afrika No. 8",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pepper Lunch,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pepper Lunch,"Mall Senayan City Lt. 5, Jl. Asia Afrika Lot. 19",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pepper Lunch,Jl. Asia Afrika,PT.Boga Makmur Prima,Kusnadi Rahardja,Jakarta Pusat,Restoran
Pesto Autentico,"ANZ Square Podium Lt.Upper Ground, Jl. MH. Thamrin",PT. Sahabat Prima Inti Niaga,Alvin Gozali,Jakarta Pusat,Restoran
Phi Suki,Jl. MH. Thamrin No. 1,PT. Atrika Mizzatama,Winardi Hendrayanta,Jakarta Pusat,Restoran
Phloey,"Panin Bank Center, Jl. Jend. Sudirman Kav. 11",PT. Aneka Citra Laut,Andreas Yuwono,Jakarta Pusat,Restoran
Pho 2000,Jl. Asia Afrika Lot. 19,Lilia Dian Puspita Prananto,Lilia Dian Puspita Prananto,Jakarta Pusat,Restoran
Phoenam,Jl. KH. Wahid Hasyim No. 88,PT. Ibec Indonesia Ltd,Albert L,Jakarta Pusat,Restoran
Pisa Ice Cream,Jl. Gereja Theresia No. 1,PT. Boga Rahardjo Utama,Yerry Eka Nugraha,Jakarta Pusat,Restoran
Pizza Bar,Jl. MH.Thamrin No. 1,PT.Mitra Cipta Kreasi,Christianto Kesuma,Jakarta Pusat,Restoran
Pizza E Birra,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Kharisma Birra Sejahtera,Christian Rijanto,Jakarta Pusat,Restoran
Pizza Hut,"Golden Truly, Jl. Gunung Sahari No. 59",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"ITC Roxy, Jl. KH. Hasyim Ashari",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"Menara Cakrawala, Jl. MH. Thamrin No. 9",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"Mal Mangga Dua, Jl. Arteri Mangga Dua No. 47",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"Plaza Gajah Mada, Jl. Gajah Mada No. 19-26",PT. Sari Melati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. MH. Thamrin Kav. 13,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Ir. Juanda Raya No. 13 RT010/RW004,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Cempaka Putih Raya No. 145,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"Komp. Segitiga Senen, Jl. Senen Raya No. 135",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Asia Afrika No. 8,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Asia Afrika Lot. 19,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,"ITC Cempaka Mas, Jl. Letjen. Suprapto",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Asia Afrika No. 8,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Bendungan Hilir Raya No. 31,PT.Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut,Jl. Ir. Juanda Raya No. 13 RT010/RW004,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut  Delivery,Jl. Pintu Air Raya No. 58-64,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery,Jl. Bendungan Hilir Raya No. 104,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery ( Phd ),Jl. Cempaka Putih Raya Blok C No. 23D,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery ( Phd ),Jl. Kebon Kacang Raya,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery ( Phd ),"Thamrin Residence, Jl. Kebon Kacang Raya",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery (Phd),Jl. KH. Hasyim Ashari No. 27 RT004/RW005,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Hut Delivery (Phd),Jl. Cikini Raya No. 81A,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Pusat,Restoran
Pizza Marzano,"Senayan City Mal, Jl. Asia Afrika Lot. 19",PT. Sari Pizza Indonesia,Indrawana Widjaja,Jakarta Pusat,Restoran
Pizza Marzano,"Foodhall Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Sari Pizza Indonesia,Jusroni,Jakarta Pusat,Restoran
Pizza Marzano,Jl. Asia Afrika Lot. 19,PT. Sari Pizza Indonesia,Indrawana Widjaja,Jakarta Pusat,Restoran
Pizza Marzano,"City Lofts, Jl. KH.Mas Mansyur No. 121",PT. Sari Pizza Indonesia,Indrawana Widjaja,Jakarta Pusat,Restoran
Pizza Marzano,"City Lofts, Jl. KH.Mas Mansyur No. 121",PT. Sari Pizza Indonesia,Indrawana Widjaja,Jakarta Pusat,Restoran
Platinum,"Plaza Gajah Mada, Jl. Gajah Mada No. 19-26",PT. Champ Resto Indonesia,Ali Gunawan Budiman,Jakarta Pusat,Restoran
Platinum,"Atrium Plaza, Jl. Senen Raya No. 135",PT. Champ Resto Indonesia,"Drs. Yunus Ciptawilangga, MBA",Jakarta Pusat,Restoran
Poke Sushi,"Grand Indonesia, Jl. MH.Thamrin No. 1",PT. Wahana Sapta Karya,Donny Halim,Jakarta Pusat,Restoran
Polo Club Jakarta,Jl. KH.Mas Mansyur Kav. 124,PT. Graha Buana Cikarang,Ninik Triwahyuni,Jakarta Pusat,Restoran
Polo Lounge,"Menara Batavia Lt. 2, Jl. KH. Mas Mansyur Kav. 1",PT. Mahameru Adiceria,Budhy Kurniawan Ratulangi,Jakarta Pusat,Restoran
Pondok Angkasa,Jl. Angkasa Raya No. 32,,Judy Tjahaya,Jakarta Pusat,Restoran
Pondok Djaja,Jl. Hayam Wuruk No. 11,Lani Widjaja,Lani Widjaja,Jakarta Pusat,Restoran
Pondok Iga,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Pondok Iga,Petty Suwito,Jakarta Pusat,Restoran
Pondok Sedap Malam,Jl. Batu Tulis No. 9 RT003/RW002,,Sujanto Ciputra,Jakarta Pusat,Restoran
Pondok Suryo,Jl. Kebon Sirih Timur Dalam No. 23,,Andriani Kusuma Astuti,Jakarta Pusat,Restoran
Pondok Suryo,Jl. Kebon Sirih Timur Dalam No. 23,,Andriani Kusuma Astuti,Jakarta Pusat,Restoran
Popolamama,"Grand Indonesia Bridge Level 3A, Jl. MH. Thamrin No. 1",PT. Indofood Comsa Sukses Makmur,Farah Milda,Jakarta Pusat,Restoran
Portico,"Senayan City, Jl. Asia Afrika Lot. 19",PT. Mitra Karya Manajemen,Bona Budhi Surya,Jakarta Pusat,Restoran
Prive,"FX Lifestyle Xnter, Jl. Jend. Sudirman Pintu I Senayan",PT. Prima Vektor,Lili Abadi,Jakarta Pusat,Restoran
Puang Oca,Jl. Arteri Lapangan Tembak Senayan RT002/RW002,PT. Kreasi Kuliner Kamadjaja,John Eric Kamadjaja,Jakarta Pusat,Restoran
Pulau Dua,"Taman Ria Senayan, Jl. Jend. Gatot Subroto",PT. Mitraindotama Karsajaya,Aminullah Gunawan,Jakarta Pusat,Restoran
Queen's Tandoor,"Plaza Permata Lt. Basement, Jl. MH. Thamrin No. 57 ",CV. Ratu,Ramesh Kundanmal Shamdasani,Jakarta Pusat,Restoran
Queen's Tandoor,"Plaza Permata, Jl. MH. Thamrin No. 57",PT. Ratu Mahkota,Ramesh Kundanmal Shamdasani,Jakarta Pusat,Restoran
Ragusa Es Italiana,Jl. Veteran I No. 10,Buntoro Kurniawan,Buntoro Kurniawan,Jakarta Pusat,Restoran
Rakumen,"Mal Senayan City, Jl. Asia Afrika Lot. 19 L-76",PT. Rakumen Berkat Gemilang,Denny Haryono,Jakarta Pusat,Restoran
Ramen Santouka,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28 - 30",PT. Umami Foods,Albert Wijaya,Jakarta Pusat,Restoran
Rawa Sha,Jl. Cempaka Putih Barat XXVI,PT.JAKARTA TOURISINDO,Drs.Idris Sasmita,Jakarta Pusat,Restoran
Rawon Setan,Jl.Mangga Besar Raya No. 100,,Darsono Wonowibowo,Jakarta Pusat,Restoran
Rawon Setan,Jl. Mangga Besar Raya No. 100A,Koperasi Pengayoman Pegawai Depa,"H. Erwin Azis, SH. MH",Jakarta Pusat,Restoran
Red Square,"Plaza Senayan, Jl. New Delhi No. 9",PT. Segiempat Merah Prima,Hari Setiawan,Jakarta Pusat,Restoran
Red Tomato,"Plaza Indonesia, Jl. MH.Thamrin Kav. 28 - 30",PT. Global Fusion,Jeannie Widjaja,Jakarta Pusat,Restoran
Remboelan,"Plaza Senayan Lt. 401A 401B, Jl. Asia Afrika No. 8",PT. Karunia Kuliner Indonesia,Sonny Kurniawan,Jakarta Pusat,Restoran
Rendezvous,Jl. Johar No. 2 B-C,Lukman Effendi,Lukman Effendi,Jakarta Pusat,Restoran
Resto Eric Kayser,"Plaza Senayan, Jl. New Delhi No. 9, Pintu I Senayan",PT. Kayserindo Kuliner Jakarta,Sigit Nugroho,Jakarta Pusat,Restoran
Restoran Miramar,Jl. Batu Tulis Raya No. 52,-,Sutiono,Jakarta Pusat,Restoran
Restoran Plaza Indonesia Xxi,"Plaza Indonesia Xenter, Jl. MH. Thamrin Kav. 28",PT. Sekar Sari Dana,Harris Lasmana,Jakarta Pusat,Restoran
Restoran Sulaiman,Jl. Batu Ceper No. 73,PT. Chinese Moslem Culinary,Han Yuzhou,Jakarta Pusat,Restoran
Rica Rica,Jl. Ir. Juanda III No. 22A,,Lesca Terlly Libraveda H,Jakarta Pusat,Restoran
Rice Bowl,"Ratu Plaza, Jl. Jend. Sudirman No. 9",,Marhayurini,Jakarta Pusat,Restoran
Rice Bowl,Jl. Letjend. Suprapto Lt.5 No. 158,PT. Rice Bowl Indonesia,Fenny Megalia Handoko,Jakarta Pusat,Restoran
Rice Bowl,"Atrium Plaza, Jl. Senen Raya No. 135",PT. Rice Bowl Indonesia,Fenny Megalia Handoko,Jakarta Pusat,Restoran
Rice Bowl,"ITC Cempaka Mas, Jl. Letjend. Suprapto Lt. 5",PT. Rice Bowl Indonesia,Fenny Megalia Handoko,Jakarta Pusat,Restoran
Rice Bowl,"Plaza Indonesia X'enter, Jl. MH. Thamrin Kav. 13",PT. Rice Bowl Indonesia,Fenny Megalia Handoko,Jakarta Pusat,Restoran
Rice Bowl Dan Mister Baso,Ruko Duta Merlin Blok B 53 - 54,PT. Koki Makmur Sejahtera,Shirley Suwantina,Jakarta Pusat,Restoran
Riung Sunda,Jl. Cikini Raya No. 75,CV. Riung Sunda,Raymond Mersel Gontani,Jakarta Pusat,Restoran
Rive Gauche,Jl. Veteran I No. 21 - 22,PD. Resto Rive Gauche,Harsana Gandasaputra,Jakarta Pusat,Restoran
Roca,Jl. Sunda No. 3 RT008/RW004,PT. Altar Filadelfia,Erastus Pramudita Radjimin,Jakarta Pusat,Restoran
Roemah Rempah,Jl. Asia Afrika No. 8,Perorangan,Suhartono Tjondrosuharto,Jakarta Pusat,Restoran
Roemah Sereh,Jl. Abdul Muis No. 24-26,PT. Pesona Boga Sari,Sybilla Enova M.Hardikusumo,Jakarta Pusat,Restoran
Roti Bodo,"Thamrin City, Jl. Thamrin Boulevard",PT. Bocuan Gapapa,Sumijati Sugeng,Jakarta Pusat,Restoran
Rustique,"Plaza Senayan Lt. 4 Unit CP413, Jl. Asia Afrika No. 8",PT.Lucky Abadi Kulinerindo,Haryadi Ridwan,Jakarta Pusat,Restoran
Rych Menu Restoran,"Gd. Menara Merdeka GF-05, Jl. Budi Kemuliaan",PT. Royal Cuisine Indonesia,Harsono Tjandra,Jakarta Pusat,Restoran
Sabana Bundo Sati,Jl. Suryopranoto Blok E/12,H. Anwar St. Rajo Nan Sati,H. Anwar St. Rajo Nan Sati,Jakarta Pusat,Restoran
Sabana Bundo Sati,Jl. Ir. Juanda No. 1,H. Anwar St. Rajo Nan Sati,H. Anwar St. Rajo Nan Sati,Jakarta Pusat,Restoran
Sabana Bundo Sati,Jl. Kwitang Raya No. K 30 RT001/RW004,H. Anwar St. Rajo Nan Sati,H. Anwar St. Rajo Nan Sati,Jakarta Pusat,Restoran
Sagami,Plaza Senayan Foodcourt Lantai 3 Unit No. 329,PT. Gobel Dharma Sarana Karya,Supantari Kalingga Mitra Kosasih,Jakarta Pusat,Restoran
Sahid Ah Yat Seafood,"Hotel Sahid Jaya, Jl. Jend. Sudirman 86",PT. Unique Seafood Market,Agus Intojo,Jakarta Pusat,Restoran
Saint Louis Lounge,"Plaza Indonesia, Jl. MH. Thamrin 28 - 30",PT. Allegro Presentia,Nany Makmur,Jakarta Pusat,Restoran
Sakana,"Mid Plaza, Jl. Jend. Sudirman Kav. 10-11",PT. Cipta Prima Jaya,Dadi Sunardi,Jakarta Pusat,Restoran
Salt Grill,"The Plaza Lantai 46, Jl. MH. Thamrin Kav. 28-30",PT. Intercontinental Culinary,Henky Rusli,Jakarta Pusat,Restoran
Samara,Jl. Kebon Sirih No. 77,Lucienne Kristi Anhar,Lucienne Kristi Anhar,Jakarta Pusat,Restoran
Samara,Jl. Kebon Sirih No. 77,Lucienne Kristi Anhar,Lucienne Kristi Anhar,Jakarta Pusat,Restoran
Santung,"Pasar Baru, Jl. Antara No. 31",,Sri Puspita Dewi Pranaja,Jakarta Pusat,Restoran
Sanur,Jl. Ir. Juanda III/131 - J,-,Handoko Tjahyono,Jakarta Pusat,Restoran
Sanur Mangga Dua,Jl. Mangga Dua Abdad No. 45,PT. Sanur Mangga Dua,Srirahayu Atmodjo,Jakarta Pusat,Restoran
Sanur Mangga Dua,Jl. Mangga Dua Abdad No. 45,PT. Sanur Mangga Dua,Srirahayu Atmodjo,Jakarta Pusat,Restoran
Sari Bundo,Jl. Raden Saleh Raya No. 39,Ramsuez Sutan,Ramsuez Sutan,Jakarta Pusat,Restoran
Sari Bundo,Jl. Raden Saleh Raya No. 39,Ramsuez Sutan,Ramsuez Sutan,Jakarta Pusat,Restoran
Sari Bundo,"Jl. Ir. Juanda No. 27, Gambir",PT. Juanda Sari Bundo,H. Rahimi Sutan,Jakarta Pusat,Restoran
Sari Bundo,Jl. KS. Tubun No. 63 RT012/RW003,Remsuez Sutan,Remsuez Sutan,Jakarta Pusat,Restoran
Sari Ratu,Jl. MH. Thamrin Kav. 28-30,Auwines,Auwines,Jakarta Pusat,Restoran
Sate Khas Senayan,Jl. Kebon Sirih No. 31A,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,"Mal Senayan City, Jl. Asia Afrika Lot. 19, Food Court",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,Jl. Tanah Abang II/76,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,"FX Lifestyle X'nter, Jl. Jend. Sudirman",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,Jl. HOS. Cokroaminoto No. 76,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,"Plaza Senayan, Jl. Asia Afrika No. 8",CV. Sari Rasa Nusantara,Ivonne Hadisujo,Jakarta Pusat,Restoran
Sate Khas Senayan,Grand Indonesia Skybrige Unit SB-3-1-1,CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,"Gd. Citywalk Sudirman Unit GF # 20, Jl. KH. Mas Mansyur",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,"Plaza Senayan, Jl. Asia Afrika No. 8",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,Jl. Salemba Raya No. 57-59,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,Restoran
Sate Khas Senayan,Jl. New Delhi No. 8 P4 Unit CP 411,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,Restoran
Saung Grenvil,Jl. KH. Wahid Hasyim No. 87,PT. Cemara Resto,Tio Maruli Johan,Jakarta Pusat,Restoran
Saung Grenvil,Jl. KH. Wahid Hasyim No. 87,PT. Cemara Resto,Tio Maruli Johan,Jakarta Pusat,Restoran
Secret Recipe,Jl. MH. Thamrin Kav. 28 - 30,PT. Secret Recipe Indonesia,Rina Dewi,Jakarta Pusat,Restoran
Secret Recipe,"Mal Senayan City, Jl. Asia Afrika",PT. Secret Recipe Indonesia,Rina Dewi,Jakarta Pusat,Restoran
Sederhana,Jl. Pecenongan No. 3 BCD RT003/RW003,PT. Sederhana Abadanmitra,Rahmat,Jakarta Pusat,Restoran
Sederhana,Jl. Raden Saleh No. 29,,Drs. Abdullah Muthalib,Jakarta Pusat,Restoran
Sederhana,Jl. Pecenongan No. 3 BCD RT003/RW003,PT. Sederhana Abadanmitra,Rahmat,Jakarta Pusat,Restoran
Sederhana,"Jl. Agus Salim No. 35A, Kebon Sirih",,Havis Bsc,Jakarta Pusat,Restoran
Sederhana,Jl. Raden Saleh No. 29,,Drs. Abdullah Muthalib,Jakarta Pusat,Restoran
Sederhana Benhil,Jl. Bendungan Hilir Raya No. 1,Sujarmanto,Sujarmanto,Jakarta Pusat,Restoran
Segafredo,Jl. Jend. Sudirman Pintu I,PT.Aroma Moka Nusantara,Monica Tian,Jakarta Pusat,Restoran
Segafredo Zanetti,Jl. MH. Thamrin Kav. 28-30,PT. Aroma Moka Nusantara,Monica Tian,Jakarta Pusat,Restoran
Seleraku,Jl. KH. Mas.Mansyur No. 4,Andrik Tanuwijaya,Andrik Tanuwijaya,Jakarta Pusat,Restoran
Sentral Al Jazeerah,Jl. Pramuka Raya No. C 23 RT002/RW004,PT. Sentral Al Jazeerah,Syehan Jindan,Jakarta Pusat,Restoran
Seribu Rasa,Jl. KH. Agus Salim No. 128,PT. Arena Gourmet,Wiyanto Alamsyah,Jakarta Pusat,Restoran
Seroeni,"Plaza Senayan Lt.3 Unit 338B, 340B, 342B, 346",PT. Lavali International Food Empire,Sandjaja Tjahajadiputra,Jakarta Pusat,Restoran
Seven Café,Jl. Salemba Raya No. 4,PT.tata Olah Primarasa,Danny Yuwono Siswanto,Jakarta Pusat,Restoran
Shabu Shabu House,"Grand Indonesia East Mall, Jl. MH. Thamrin No. 1",PT. Fortuna Boga,Franky Siamir,Jakarta Pusat,Restoran
Shabu Shabu House,"Mal Senayan City, Jl. Asia Afrika Lot. 19 Lt. 48-49",PT. Shabu Shabu House,Franky Siamir,Jakarta Pusat,Restoran
Shabu Shabu House,Jl. Asia Afrika Lot. 19 Lt. 48-49,PT. Shabu Shabu House,Franky Siamir,Jakarta Pusat,Restoran
Shabu Shabu House,"Plaza Indonesia, Jl. MH. Thamrin Kav. 13 L1#98",PT. Shabu-Shabu House,Franky Siamir,Jakarta Pusat,Restoran
Shanghai Blue 1920,Jl. Kebon Sirih No. 79,Melati Tanjungsari,Melati Tanjungsari,Jakarta Pusat,Restoran
Shanghai Blue 1920,Jl. Kebon Sirih No. 79,Melati Tanjungsari,Melati Tanjungsari,Jakarta Pusat,Restoran
Shanghai Garden,Jl. MH. Thamrin No. 10,PT. Alvons Mitra Jaya,Lim Tjui Len,Jakarta Pusat,Restoran
Shangrila Palace,Jl. Gereja Ayam No. 1-3,PT. Jagat Mitra Tunggal,Tonny Widjaja,Jakarta Pusat,Restoran
Shas'bu Bistro,Jl. Asia Afrika No. 8,PT. Surya Artha Perkasa,Mesayu Shaskia Kartika,Jakarta Pusat,Restoran
Shima Japanese Restaurant,"Hotel Aryaduta Jakarta, Jl. Prapatan No. 44 - 48",PT. Shimatama Graha,Jessy Quantero,Jakarta Pusat,Restoran
Shisha Café,"Menteng Plaza, Jl. HOS.Cokroaminoto No. 79",PT.Shisha International,Muhamad Nagib Alkaff,Jakarta Pusat,Restoran
Simpang Raya,Jl. Kramat Raya No. 71 RT001/RW007,H. Noersal Zainuddin,H. Noersal Zainuddin,Jakarta Pusat,Restoran
Simpang Raya,Jl. Kramat Raya No. 71 RT001/RW007,H. Noersal Zainuddin,H. Noersal Zainuddin,Jakarta Pusat,Restoran
Sinar Medan,Jl. Batu Ceper Raya No. 42,,Maryati Gunawan,Jakarta Pusat,Restoran
Sindoro,Jl. Tanah Abang II No. 13,PT. Sindoro Arditomo,Darmo Rahardjo,Jakarta Pusat,Restoran
Sky Box Sport Cafe,Jl. Thamrin Boulevard Blok RTE No.G/E10,PT. Cahaya Karya Muda,Bagus Wahyu Soeprapto,Jakarta Pusat,Restoran
Skye,"Menara BCA 56th Floor, Jl. MH. Thamrin No. 1",PT. Gala Lestari Karya,Asrul Abraham Hendrata,Jakarta Pusat,Restoran
